group,symbol,interval,strategy,mask_mode,cooldown_candles,max_sl_pct,n_calls,net_pnl,gross_pnl,total_costs,win_rate,n_trades,n_initial_sl_exits,max_drawdown_pct,final_equity,survived,seconds
catalog,XRPUSDT,60,ADX14_DI_20,none,50,0.03,948,-400.799468,-199.443446,201.356022,24.01,629,54,80.2861,99.200532,False,0.51
catalog,XRPUSDT,60,ADX14_DI_20,one_shot,0,0.03,948,-401.644771,-196.166828,205.477943,24.14,642,47,80.4464,98.355229,False,0.39
catalog,XRPUSDT,60,ADX14_DI_20,one_shot,50,0.03,948,-392.297303,-182.678359,209.618944,24.12,655,39,78.5881,107.702697,True,0.57
catalog,XRPUSDT,60,STOCH14_cross,none,0,0.03,3906,-400.248426,-127.902828,272.345598,23.03,851,18,80.1416,99.751574,False,0.63
catalog,XRPUSDT,60,STOCH14_cross,none,50,0.03,3906,-400.235749,-82.117699,318.11805,22.43,994,10,80.1391,99.764251,False,0.62
catalog,XRPUSDT,60,STOCH14_cross,one_shot,0,0.03,3906,-400.131451,-102.184755,297.946696,24.06,931,16,80.1183,99.868549,False,0.57
catalog,XRPUSDT,60,STOCH14_cross,one_shot,50,0.03,3906,-400.023535,-77.745595,322.27794,22.24,1007,10,80.0969,99.976465,False,0.54
catalog,XRPUSDT,60,TS_13_34_200_14,none,0,0.03,632,-400.819998,-279.849415,120.970583,34.39,378,136,80.2995,99.180002,False,0.71
catalog,XRPUSDT,60,TS_13_34_200_14,none,50,0.03,632,-237.943564,-150.947833,86.995731,38.97,272,86,48.2601,262.056436,True,0.49
catalog,XRPUSDT,60,TS_13_34_200_14,one_shot,0,0.03,632,-293.377497,-195.140835,98.236662,37.13,307,99,59.5327,206.622503,True,0.54
catalog,XRPUSDT,60,TS_13_34_200_14,one_shot,50,0.03,632,-181.016961,-115.724979,65.291982,36.76,204,61,36.722,318.983039,True,0.52
catalog,DOGEUSDT,240,EMA_8_21,none,0,0.03,101,-403.157333,-307.867038,95.290296,17.79,298,115,80.6315,96.842667,False,0.25
catalog,DOGEUSDT,240,EMA_8_21,none,50,0.03,101,-140.182533,-102.725868,37.456665,22.22,117,39,28.0365,359.817467,True,0.13
catalog,DOGEUSDT,240,EMA_8_21,one_shot,0,0.03,101,-136.236897,-103.874007,32.36289,27.72,101,41,27.2474,363.763103,True,0.12
catalog,DOGEUSDT,240,EMA_8_21,one_shot,50,0.03,101,-56.06686,-39.717436,16.349423,33.33,51,18,11.2134,443.93314,True,0.13
catalog,DOGEUSDT,240,EMA_13_34_RSI14_55,none,0,0.03,179,-402.836143,-314.600751,88.235392,18.48,276,121,80.5914,97.163857,False,0.12
catalog,DOGEUSDT,240,EMA_13_34_RSI14_55,none,50,0.03,179,-141.580141,-109.602537,31.977604,15.0,100,40,28.4054,358.419859,True,0.08
catalog,DOGEUSDT,240,EMA_13_34_RSI14_55,one_shot,0,0.03,179,-205.185667,-156.846604,48.339063,29.14,151,66,41.1106,294.814333,True,0.08
catalog,DOGEUSDT,240,EMA_13_34_RSI14_55,one_shot,50,0.03,179,-83.848061,-64.971056,18.877005,25.42,59,26,16.9313,416.151939,True,0.17
catalog,DOGEUSDT,240,RSI14_7030,none,0,0.03,132,-400.0065,-323.093332,76.913168,16.67,240,127,80.2645,99.9935,False,0.12
catalog,DOGEUSDT,240,RSI14_7030,none,50,0.03,132,-99.422228,-83.434535,15.987692,16.0,50,32,20.4894,400.577772,True,0.1
catalog,DOGEUSDT,240,RSI14_7030,one_shot,0,0.03,132,-182.077438,-144.341014,37.736424,24.58,118,64,37.2821,317.922562,True,0.12
catalog,DOGEUSDT,240,RSI14_7030,one_shot,50,0.03,132,-91.506309,-76.471324,15.034986,17.02,47,30,18.9567,408.493691,True,0.1
catalog,DOGEUSDT,240,MACD_12_26_hist,none,0,0.03,196,-401.827734,-309.970838,91.856896,17.42,287,112,80.3655,98.172266,False,0.14
catalog,DOGEUSDT,240,MACD_12_26_hist,none,50,0.03,196,-158.920338,-128.21538,30.704958,15.62,96,41,31.7841,341.079662,True,0.11
catalog,DOGEUSDT,240,MACD_12_26_hist,one_shot,0,0.03,196,-291.488132,-228.740887,62.747245,23.47,196,82,58.3092,208.511868,True,0.11
catalog,DOGEUSDT,240,MACD_12_26_hist,one_shot,50,0.03,196,-110.726218,-90.547987,20.178231,20.63,63,31,22.1452,389.273782,True,0.09
catalog,DOGEUSDT,240,MACD_RSI14_50,none,0,0.03,245,-400.096946,-312.121734,87.975212,19.27,275,116,80.0194,99.903054,False,0.14
catalog,DOGEUSDT,240,MACD_RSI14_50,none,50,0.03,245,-144.789438,-116.284328,28.50511,15.73,89,41,28.9579,355.210562,True,0.11
catalog,DOGEUSDT,240,MACD_RSI14_50,one_shot,0,0.03,245,-343.811036,-276.572953,67.238084,23.81,210,103,68.7622,156.188964,True,0.16
catalog,DOGEUSDT,240,MACD_RSI14_50,one_shot,50,0.03,245,-106.2551,-86.699902,19.555198,19.67,61,32,21.251,393.7449,True,0.1
catalog,DOGEUSDT,240,BB_20_25_breakout,none,0,0.03,64,-111.609554,-84.406089,27.203465,16.47,85,34,22.3351,388.390446,True,0.09
catalog,DOGEUSDT,240,BB_20_25_breakout,none,50,0.03,64,-82.458801,-65.176134,17.282666,14.81,54,25,16.506,417.541199,True,0.08
catalog,DOGEUSDT,240,BB_20_25_breakout,one_shot,0,0.03,64,-83.500039,-63.660176,19.839863,19.35,62,27,16.7142,416.499961,True,0.15
catalog,DOGEUSDT,240,BB_20_25_breakout,one_shot,50,0.03,64,-71.289453,-56.254266,15.035187,17.02,47,22,14.2725,428.710547,True,0.1
catalog,DOGEUSDT,240,BB_20_2_RSI14,none,0,0.03,136,-307.242078,-238.122631,69.119446,15.28,216,89,61.455,192.757922,True,0.1
catalog,DOGEUSDT,240,BB_20_2_RSI14,none,50,0.03,136,-110.507149,-85.2053,25.301849,16.46,79,33,22.1147,389.492851,True,0.07
catalog,DOGEUSDT,240,BB_20_2_RSI14,one_shot,0,0.03,136,-190.885946,-149.926884,40.959061,17.97,128,57,38.1877,309.114054,True,0.11
catalog,DOGEUSDT,240,BB_20_2_RSI14,one_shot,50,0.03,136,-84.898191,-64.723016,20.175176,14.29,63,24,16.9938,415.101809,True,0.23
catalog,DOGEUSDT,240,ADX14_DI_20,none,0,0.03,244,-400.509563,-301.585254,98.924309,18.45,309,108,80.2431,99.490437,False,0.19
catalog,DOGEUSDT,240,ADX14_DI_20,none,50,0.03,244,-156.538848,-117.164169,39.374679,18.7,123,39,31.7951,343.461152,True,0.11
catalog,DOGEUSDT,240,ADX14_DI_20,one_shot,0,0.03,244,-314.149929,-238.297705,75.852225,21.1,237,80,63.0937,185.850071,True,0.09
catalog,DOGEUSDT,240,ADX14_DI_20,one_shot,50,0.03,244,-118.38177,-90.834826,27.546944,23.26,86,29,24.2178,381.61823,True,0.07
catalog,DOGEUSDT,240,STOCH14_cross,none,0,0.03,982,-400.515352,-291.965392,108.54996,14.45,339,90,80.1574,99.484648,False,0.13
catalog,DOGEUSDT,240,STOCH14_cross,none,50,0.03,982,-199.769979,-141.508259,58.26172,19.23,182,40,40.118,300.230021,True,0.09
