symbol,interval,strategy,activate_pct,trail_pct,cell,is_baseline_cell,max_sl_pct,cooldown_candles,mask_mode,n_calls,net_pnl,gross_pnl,total_costs,win_rate,n_trades,n_wins,n_losses,sum_wins,sum_losses,avg_winner,avg_loser,breakeven_win_rate_pct,mean_bars_held,exit_initial_sl,exit_trailing_sl,exit_signal_reverse,exit_end_of_data,max_drawdown_pct,final_equity,survived,seconds
SOLUSDT,60,LORENTZIAN_default,0.03,0.02,a0.03_t0.02,True,0.03,0,one_shot,290,-248.06867,-155.257917,92.810753,41.38,290,120,170,174.776215,-422.844884,1.456468,-2.487323,63.0693,12.45,97,144,49,0,50.8188,251.93133,True,0.18
SOLUSDT,60,LORENTZIAN_default,0.03,0.04,a0.03_t0.04,False,0.03,0,one_shot,290,-163.841943,-71.049879,92.792064,33.45,290,97,193,283.703189,-447.545131,2.924775,-2.318887,44.2227,18.72,97,123,70,0,34.9411,336.158057,True,0.24
SOLUSDT,60,LORENTZIAN_default,0.06,0.01,a0.06_t0.01,False,0.03,0,one_shot,290,-177.830642,-85.03392,92.796722,33.45,290,97,193,315.202652,-493.033294,3.249512,-2.554577,44.0134,18.24,112,78,100,0,36.7228,322.169358,True,0.18
SOLUSDT,60,LORENTZIAN_default,0.06,0.02,a0.06_t0.02,False,0.03,0,one_shot,290,-176.928204,-84.130876,92.797329,33.45,290,97,193,316.10509,-493.033294,3.258815,-2.554577,43.943,18.57,112,78,100,0,36.4276,323.071796,True,0.27
SOLUSDT,60,LORENTZIAN_default,0.06,0.04,a0.06_t0.04,False,0.03,0,one_shot,290,-158.110349,-65.32925,92.781099,33.45,290,97,193,334.922945,-493.033294,3.452814,-2.554577,42.5239,20.93,112,70,108,0,36.2906,341.889651,True,0.2
ETHUSDT,240,LORENTZIAN_default,0.01,0.01,a0.01_t0.01,False,0.03,0,one_shot,76,-76.359296,-52.028466,24.33083,5.26,76,4,72,0.685103,-77.044399,0.171276,-1.070061,86.2023,1.91,14,62,0,0,15.2719,423.640704,True,0.07
ETHUSDT,240,LORENTZIAN_default,0.01,0.02,a0.01_t0.02,False,0.03,0,one_shot,76,-83.632784,-59.31491,24.317874,7.89,76,6,70,4.988892,-88.621676,0.831482,-1.266024,60.3585,2.43,14,62,0,0,16.7266,416.367216,True,0.07
ETHUSDT,240,LORENTZIAN_default,0.01,0.04,a0.01_t0.04,False,0.03,0,one_shot,76,-78.151141,-53.86496,24.286181,28.95,76,22,54,41.506179,-119.65732,1.886644,-2.215876,54.0126,6.36,14,62,0,0,15.9432,421.848859,True,0.1
ETHUSDT,240,LORENTZIAN_default,0.03,0.01,a0.03_t0.01,False,0.03,0,one_shot,76,-97.729576,-73.418198,24.311378,34.21,76,26,50,30.752121,-128.481698,1.182774,-2.569634,68.4796,6.37,35,40,1,0,19.8477,402.270424,True,0.09
ETHUSDT,240,LORENTZIAN_default,0.03,0.02,a0.03_t0.02,True,0.03,0,one_shot,76,-100.149567,-75.83847,24.311097,34.21,76,26,50,28.332131,-128.481698,1.089697,-2.569634,70.2214,6.45,35,40,1,0,20.3303,399.850433,True,0.08
